Minute,T_Out,Heater_Status,T_Indoor_True,T_Sensor_Noisy
185,8.2899999999999991,0,21.099499999999999,21.210599999999999
186,8.2599999999999998,0,21.089300000000001,21.154000000000000
187,8.4399999999999995,0,21.079200000000000,21.148700000000002
188,8.2699999999999996,0,21.068899999999999,20.993099999999998
189,8.4199999999999999,0,21.058900000000001,20.964300000000001
190,8.6099999999999994,0,21.048900000000000,20.794400000000000
191,8.3100000000000005,0,21.038799999999998,20.723500000000001
192,8.6199999999999992,0,21.028900000000000,20.906800000000000
193,8.4000000000000004,0,21.018799999999999,21.035100000000000
194,8.3800000000000008,0,21.008700000000001,21.094500000000000
195,8.6300000000000008,0,20.998799999999999,21.122599999999998
196,8.5600000000000005,0,20.988900000000001,21.142299999999999
197,8.4900000000000002,0,20.978899999999999,21.225200000000001
198,8.6500000000000004,0,20.969100000000001,21.010300000000001
199,8.6300000000000008,0,20.959299999999999,21.150400000000001
200,8.7100000000000009,0,20.949500000000000,21.245500000000000
201,8.7899999999999991,0,20.939800000000002,21.351600000000001
202,8.5600000000000005,0,20.929900000000000,21.195399999999999
203,8.5999999999999996,0,20.920100000000001,21.180900000000001
204,8.5,0,20.910200000000000,21.072399999999998
205,8.5800000000000001,0,20.900300000000001,21.284700000000001
206,8.5199999999999996,0,20.890499999999999,21.317699999999999
207,8.7699999999999996,0,20.880800000000001,21.071500000000000
208,8.9299999999999997,0,20.871300000000002,20.960899999999999
209,8.6600000000000001,0,20.861499999999999,20.852399999999999
210,8.8900000000000006,0,20.852000000000000,20.844200000000001
211,8.7300000000000004,0,20.842300000000002,20.846699999999998
212,8.7400000000000002,0,20.832699999999999,20.776499999999999
213,8.75,0,20.823000000000000,20.649000000000001
214,8.75,0,20.813400000000001,20.617899999999999
215,8.6500000000000004,0,20.803699999999999,20.564299999999999
216,8.7300000000000004,0,20.794100000000000,20.635100000000001
217,8.6799999999999997,0,20.784400000000002,20.795400000000001
218,8.8000000000000007,0,20.774799999999999,20.787700000000001
219,8.7100000000000009,0,20.765200000000000,20.726900000000001
220,8.8599999999999994,0,20.755700000000001,20.428000000000001
221,8.9800000000000004,0,20.746300000000002,20.597300000000001
222,8.75,0,20.736799999999999,20.838100000000001
223,8.8699999999999992,0,20.727300000000000,20.810500000000001
224,9.1400000000000006,0,20.718100000000000,20.701599999999999
225,8.9800000000000004,0,20.708700000000000,20.644800000000000
226,8.9299999999999997,0,20.699300000000001,20.574800000000000
227,8.9700000000000006,0,20.690000000000001,20.608599999999999
228,8.8599999999999994,0,20.680499999999999,20.520600000000002
229,8.8900000000000006,0,20.671099999999999,20.343699999999998
230,8.8300000000000001,0,20.661700000000000,20.625499999999999
231,9.0600000000000005,0,20.652400000000000,20.908300000000001
232,9.0500000000000007,0,20.643200000000000,20.993400000000001
233,8.9399999999999995,0,20.633800000000001,20.925999999999998
234,8.8800000000000008,0,20.624400000000001,20.845600000000001
235,9.0600000000000005,0,20.615200000000002,20.809100000000001
236,8.9800000000000004,0,20.605899999999998,20.675599999999999
237,9.1300000000000008,0,20.596800000000002,20.817399999999999
238,9.1099999999999994,0,20.587599999999998,21.061800000000002
239,9.0800000000000001,0,20.578399999999998,20.960300000000000
240,9.0600000000000005,0,20.569299999999998,20.692699999999999
241,9.1400000000000006,0,20.560099999999998,20.610399999999998
242,9.1300000000000008,0,20.550999999999998,20.577800000000000
243,9.2200000000000006,0,20.542000000000002,20.516300000000001
244,9.3900000000000006,0,20.533100000000001,20.423400000000001
245,9.1099999999999994,0,20.524000000000001,20.288200000000000
246,9.5899999999999999,0,20.515300000000000,20.550300000000000
247,9.3599999999999994,0,20.506399999999999,20.516900000000000
248,9.3200000000000003,0,20.497499999999999,20.378900000000002
249,9.6300000000000008,0,20.488800000000001,20.490800000000000
250,9.5600000000000005,0,20.480100000000000,20.547999999999998
251,9.4199999999999999,0,20.471299999999999,20.406900000000000
252,9.4100000000000001,0,20.462399999999999,20.481999999999999
253,9.6400000000000006,0,20.453800000000001,20.199200000000001
254,9.7100000000000009,0,20.445200000000000,20.217400000000001
255,9.5800000000000001,0,20.436599999999999,20.404599999999999
256,9.6099999999999994,0,20.427900000000001,20.437899999999999
257,9.5999999999999996,0,20.419300000000000,20.382000000000001
258,9.7100000000000009,0,20.410799999999998,20.163499999999999
259,9.7300000000000004,0,20.402200000000001,20.080300000000001
260,9.8100000000000005,0,20.393799999999999,20.277899999999999
261,9.8000000000000007,0,20.385300000000001,20.201599999999999
262,9.9199999999999999,0,20.376999999999999,20.091200000000001
263,9.9700000000000006,0,20.368700000000000,20.120899999999999
264,9.9299999999999997,0,20.360399999999998,20.216600000000000
265,9.8399999999999999,0,20.352000000000000,20.439900000000002
266,10.029999999999999,0,20.343699999999998,20.169400000000000
267,10.020000000000000,0,20.335500000000000,20.111699999999999
268,9.8200000000000003,0,20.327100000000002,20.099900000000002
269,10.180000000000000,0,20.318999999999999,20.035000000000000
270,10.150000000000000,0,20.310900000000000,19.953499999999998
271,10.25,0,20.302900000000001,19.896699999999999
272,10.190000000000000,0,20.294799999999999,19.834800000000001
273,10.190000000000000,0,20.286799999999999,19.887000000000000
274,10.180000000000000,0,20.278700000000001,20.161100000000001
275,10.270000000000000,0,20.270700000000001,20.110099999999999
276,10.270000000000000,0,20.262799999999999,20.008500000000002
277,10.190000000000000,0,20.254700000000000,20.008900000000001
278,10.320000000000000,0,20.246800000000000,20.153500000000001
279,10.619999999999999,0,20.239100000000001,20.212800000000001
280,10.470000000000001,0,20.231300000000001,20.336200000000002
281,10.5,0,20.223600000000001,20.102300000000000
282,10.710000000000001,0,20.216000000000001,20.058199999999999
283,10.650000000000000,0,20.208400000000001,20.255099999999999
284,10.880000000000001,0,20.200900000000001,20.423300000000001
285,10.890000000000001,0,20.193500000000000,20.528199999999998
286,10.720000000000001,0,20.185900000000000,20.430299999999999
287,10.740000000000000,0,20.178400000000000,20.410699999999999
288,10.859999999999999,0,20.170999999999999,20.408000000000001
289,10.779999999999999,0,20.163499999999999,20.592800000000000
290,10.900000000000000,0,20.156099999999999,20.582500000000000
291,10.920000000000000,0,20.148700000000002,20.641800000000000
292,10.840000000000000,0,20.141300000000001,20.769100000000002
293,10.850000000000000,0,20.133900000000001,20.579100000000000
294,11.080000000000000,0,20.126700000000000,20.640400000000000
295,10.970000000000001,0,20.119399999999999,20.666899999999998
296,11.100000000000000,0,20.112200000000001,20.674099999999999
297,11.100000000000000,0,20.105000000000000,20.774300000000000
298,11.140000000000001,0,20.097799999999999,20.655999999999999
299,11.440000000000000,0,20.090900000000001,20.931799999999999
300,11.170000000000000,0,20.083800000000000,20.820200000000000
301,11.230000000000000,0,20.076799999999999,20.783899999999999
302,11.440000000000000,0,20.069900000000001,20.447399999999998
303,11.210000000000001,0,20.062799999999999,20.526800000000001
304,11.350000000000000,0,20.055900000000001,20.443899999999999
305,11.170000000000000,0,20.048800000000000,20.397099999999998
306,11.340000000000000,0,20.041799999999999,20.439100000000000
307,11.619999999999999,0,20.035100000000000,20.436699999999998
308,11.430000000000000,0,20.028300000000002,20.341400000000000
309,11.470000000000001,0,20.021400000000000,20.301300000000001
310,11.590000000000000,0,20.014700000000001,20.388999999999999
311,11.460000000000001,0,20.007899999999999,20.398399999999999
312,11.730000000000000,0,20.001300000000001,20.243700000000000
313,11.619999999999999,0,19.994599999999998,20.383600000000001
314,11.560000000000000,1,20.017800000000001,20.231900000000000
315,11.550000000000001,1,20.041000000000000,20.415600000000001
316,11.680000000000000,1,20.064299999999999,20.335799999999999
317,11.710000000000001,1,20.087599999999998,20.405500000000000
318,11.830000000000000,1,20.111000000000001,20.625200000000000
319,11.800000000000001,1,20.134300000000000,20.513000000000002
320,11.609999999999999,1,20.157499999999999,20.477900000000002
321,11.810000000000000,1,20.180700000000002,20.536000000000001
322,11.980000000000000,1,20.204200000000000,20.436299999999999
323,11.990000000000000,1,20.227599999999999,20.705900000000000
324,11.940000000000000,1,20.250900000000001,20.916699999999999
325,11.830000000000000,1,20.274200000000000,20.934400000000000
326,12.020000000000000,1,20.297499999999999,20.863000000000000
327,12.119999999999999,1,20.321000000000002,20.792700000000000
328,12.150000000000000,1,20.344400000000000,20.474200000000000
329,12.180000000000000,1,20.367899999999999,20.565400000000000
330,12.090000000000000,1,20.391200000000001,20.509300000000000
331,12.190000000000000,1,20.414600000000000,20.519100000000002
332,12.25,1,20.438099999999999,20.503299999999999
333,12.130000000000001,1,20.461400000000001,20.454899999999999
334,12.180000000000000,1,20.484800000000000,20.469999999999999
335,12.140000000000001,1,20.507999999999999,20.340599999999998
336,12.550000000000001,1,20.531700000000001,20.427000000000000
337,12.270000000000000,1,20.555000000000000,20.510999999999999
338,12.310000000000000,1,20.578399999999998,20.436100000000000
339,12.539999999999999,1,20.602000000000000,20.323699999999999
340,12.5,1,20.625499999999999,20.419499999999999
341,12.340000000000000,1,20.648800000000001,20.414100000000001
342,12.460000000000001,1,20.672200000000000,20.483300000000000
343,12.560000000000000,1,20.695699999999999,20.553000000000001
344,12.600000000000000,1,20.719200000000001,20.835200000000000
345,12.820000000000000,1,20.742899999999999,20.938099999999999
346,12.550000000000001,1,20.766300000000001,20.972400000000000
347,12.550000000000001,1,20.789700000000000,21.008400000000002
348,12.880000000000001,1,20.813300000000002,21.066500000000001
349,12.660000000000000,1,20.836800000000000,20.902200000000001
350,12.770000000000000,1,20.860299999999999,20.668299999999999
351,12.859999999999999,1,20.883900000000001,20.999300000000002
352,12.890000000000001,1,20.907499999999999,20.961400000000001
353,12.910000000000000,1,20.931000000000001,21.020800000000001
354,12.890000000000001,1,20.954599999999999,21.114500000000000
355,12.820000000000000,1,20.978000000000002,21.090599999999998
356,12.940000000000000,1,21.001600000000000,21.179099999999998
357,13.020000000000000,1,21.025200000000002,21.244700000000002
358,13.0,1,21.048700000000000,21.140300000000000
359,13.039999999999999,1,21.072299999999998,21.344700000000000
360,13.050000000000001,1,21.095900000000000,21.385899999999999
361,13.180000000000000,1,21.119499999999999,21.591600000000000
362,13.270000000000000,1,21.143200000000000,21.567799999999998
363,13.240000000000000,1,21.166899999999998,21.405100000000001
364,13.390000000000001,1,21.190600000000000,21.270900000000001
365,13.300000000000001,1,21.214300000000001,21.071600000000000
366,13.310000000000000,1,21.237900000000000,20.973900000000000
367,13.119999999999999,1,21.261399999999998,20.921199999999999
368,13.420000000000000,1,21.285100000000000,20.947800000000001
369,13.410000000000000,1,21.308800000000002,20.940500000000000
370,13.289999999999999,1,21.332300000000000,21.020700000000001
371,13.480000000000000,1,21.356000000000002,21.034500000000001
372,13.330000000000000,1,21.379600000000000,21.151599999999998
373,13.539999999999999,1,21.403300000000002,21.132800000000000
374,13.449999999999999,1,21.426900000000000,21.169899999999998
375,13.449999999999999,1,21.450500000000002,21.071600000000000
376,13.420000000000000,1,21.474100000000000,21.075500000000002
377,13.660000000000000,1,21.497800000000002,21.139700000000001
378,13.720000000000001,1,21.521500000000000,21.024000000000001
379,13.580000000000000,1,21.545200000000001,20.960400000000000
380,13.730000000000000,1,21.568899999999999,21.285699999999999
381,13.699999999999999,1,21.592600000000001,21.342800000000000
382,13.600000000000000,1,21.616099999999999,21.347000000000001
383,13.779999999999999,1,21.639800000000001,21.327100000000002
384,13.930000000000000,1,21.663699999999999,21.280600000000000
385,13.850000000000000,1,21.687400000000000,21.281400000000001
386,13.690000000000000,1,21.710999999999999,21.306100000000001
387,13.890000000000001,1,21.734700000000000,21.424800000000001
388,13.869999999999999,1,21.758400000000002,21.640699999999999
389,14.080000000000000,1,21.782200000000000,21.915199999999999
390,14.029999999999999,1,21.806000000000001,22.069700000000001
391,14.039999999999999,1,21.829699999999999,22.076699999999999
392,13.980000000000000,1,21.853400000000001,21.994000000000000
393,14.090000000000000,1,21.877199999999998,21.867699999999999
394,14.150000000000000,1,21.901000000000000,21.737300000000001
395,14.150000000000000,1,21.924700000000001,21.568700000000000
396,14.260000000000000,1,21.948599999999999,21.457599999999999
397,14.550000000000001,1,21.972600000000000,21.548800000000000
398,14.230000000000000,1,21.996400000000001,21.574900000000000
399,14.279999999999999,1,22.020199999999999,21.690200000000001
400,14.240000000000000,0,22.013999999999999,21.641200000000001
401,14.320000000000000,0,22.007899999999999,21.622499999999999
402,14.320000000000000,0,22.001799999999999,21.547400000000000
403,14.390000000000001,0,21.995699999999999,21.586300000000001
404,14.279999999999999,0,21.989500000000000,21.723099999999999
405,14.440000000000000,0,21.983499999999999,21.719000000000001
406,14.470000000000001,0,21.977499999999999,21.676400000000001
407,14.460000000000001,0,21.971499999999999,21.752900000000000
408,14.550000000000001,0,21.965599999999998,21.950900000000001
409,14.369999999999999,0,21.959499999999998,21.999199999999998
410,14.510000000000000,0,21.953600000000002,22.014900000000001
411,14.660000000000000,0,21.947800000000001,21.883500000000002
412,14.710000000000001,0,21.942000000000000,21.695000000000000
413,14.619999999999999,0,21.936199999999999,21.764500000000002
414,14.900000000000000,0,21.930499999999999,21.714099999999998
415,14.770000000000000,0,21.924800000000001,21.664000000000001
416,14.789999999999999,0,21.919100000000000,21.743700000000000
417,14.789999999999999,0,21.913499999999999,21.581700000000001
418,14.830000000000000,0,21.907800000000002,21.683499999999999
419,14.779999999999999,0,21.902100000000001,21.877700000000001
420,14.949999999999999,0,21.896599999999999,21.871900000000000
421,14.810000000000000,0,21.890899999999998,21.949100000000001
422,14.910000000000000,0,21.885400000000001,22.077100000000002
423,14.760000000000000,0,21.879700000000000,22.137799999999999
424,15.160000000000000,0,21.874300000000002,22.149000000000001
425,15.119999999999999,0,21.868900000000000,22.385300000000001
426,15.060000000000000,0,21.863499999999998,22.065600000000000
427,15.0,0,21.858000000000001,22.005400000000002
428,15.119999999999999,0,21.852599999999999,22.085999999999999
429,15.150000000000000,0,21.847300000000001,21.953499999999998
430,15.090000000000000,0,21.841899999999999,22.094500000000000
431,15.010000000000000,0,21.836500000000001,22.050999999999998
432,15.140000000000001,0,21.831099999999999,21.935800000000000
433,15.320000000000000,0,21.825900000000001,21.791699999999999
434,15.130000000000001,0,21.820599999999999,21.808700000000002
435,15.270000000000000,0,21.815400000000000,21.775900000000000
436,15.369999999999999,0,21.810199999999998,21.569600000000001
437,15.220000000000001,0,21.805000000000000,21.832100000000001
438,15.380000000000001,0,21.799800000000001,21.952600000000000
439,15.470000000000001,0,21.794799999999999,22.204100000000000
440,15.25,0,21.789600000000000,21.951300000000000
441,15.550000000000001,0,21.784600000000001,21.826200000000000
442,15.420000000000000,0,21.779499999999999,22.062600000000000
443,15.449999999999999,0,21.774500000000000,21.928799999999999
444,15.520000000000000,0,21.769500000000001,22.018400000000000
445,15.460000000000001,0,21.764399999999998,21.945300000000000
446,15.600000000000000,0,21.759499999999999,21.889800000000001
447,15.770000000000000,0,21.754799999999999,21.771599999999999
448,15.740000000000000,0,21.75,21.872199999999999
449,15.720000000000001,0,21.745100000000001,21.926200000000001
450,15.590000000000000,0,21.740200000000002,21.776399999999999
451,15.789999999999999,0,21.735499999999998,21.725600000000000
452,15.730000000000000,0,21.730699999999999,21.776900000000001
453,15.850000000000000,0,21.725999999999999,21.788300000000000
454,15.810000000000000,0,21.721299999999999,21.753100000000000
455,15.760000000000000,0,21.716500000000000,21.802199999999999
456,15.869999999999999,0,21.711900000000000,22.030400000000000
457,15.760000000000000,0,21.707100000000001,22.091600000000000
458,15.869999999999999,0,21.702500000000001,21.980200000000000
459,16.020000000000000,0,21.697900000000001,21.878299999999999
460,15.869999999999999,0,21.693300000000001,21.900400000000001
461,16.090000000000000,0,21.688800000000001,22.033200000000001
462,15.960000000000001,0,21.684300000000000,21.999099999999999
463,16.039999999999999,0,21.679800000000000,22.212599999999998
464,16.210000000000001,0,21.675400000000000,21.966500000000000
465,16.070000000000000,0,21.670900000000000,22.028900000000000
466,16.230000000000000,0,21.666599999999999,21.954999999999998
467,16.129999999999999,0,21.662199999999999,21.770299999999999
468,16.079999999999998,0,21.657699999999998,21.711900000000000
469,16.370000000000001,0,21.653500000000001,21.851900000000001
470,16.109999999999999,0,21.649100000000001,21.859900000000000
471,16.199999999999999,0,21.644700000000000,21.967300000000002
472,16.120000000000001,0,21.640300000000000,21.972400000000000
473,16.370000000000001,0,21.636099999999999,22.111100000000000
474,16.239999999999998,0,21.631799999999998,22.052000000000000
475,16.449999999999999,0,21.627700000000001,21.976700000000001
476,16.309999999999999,0,21.623500000000000,21.753699999999998
477,16.180000000000000,0,21.619100000000000,21.776199999999999
478,16.579999999999998,0,21.615100000000002,21.841000000000001
479,16.629999999999999,0,21.611100000000000,21.509799999999998
480,16.350000000000001,0,21.606900000000000,21.692499999999999
481,16.5,0,21.602799999999998,21.633299999999998
482,16.379999999999999,0,21.598700000000001,21.789700000000000
483,16.680000000000000,0,21.594799999999999,22.143400000000000
484,16.530000000000001,0,21.590699999999998,22.195000000000000
485,16.590000000000000,0,21.586700000000000,22.205800000000000
486,16.75,0,21.582899999999999,22.267299999999999
487,16.699999999999999,0,21.579000000000001,22.420400000000001
488,16.809999999999999,0,21.575199999999999,22.459299999999999
489,16.670000000000002,0,21.571300000000001,22.419499999999999
490,16.960000000000001,0,21.567599999999999,22.486000000000001
